loss,mae,val_loss,val_mae,learning_rate
151.583984375,6.086106300354004,48.973941802978516,3.3872263431549072,0.0005000000237487257
32.11925506591797,2.491631507873535,42.27704620361328,3.3364124298095703,0.0005000000237487257
24.574806213378906,2.1119003295898438,45.20970153808594,3.4312705993652344,0.0005000000237487257
20.349018096923828,1.8125630617141724,52.10897445678711,3.674128770828247,0.0005000000237487257
17.956340789794922,1.6473468542099,62.44691467285156,4.162259101867676,0.0005000000237487257
15.750632286071777,1.5241947174072266,69.79833984375,4.376810073852539,0.0005000000237487257
14.056987762451172,1.4300274848937988,79.72699737548828,4.809331893920898,0.0005000000237487257
12.362521171569824,1.3348931074142456,72.1522445678711,4.446120262145996,0.0005000000237487257
11.890783309936523,1.29554283618927,73.42179870605469,4.639280319213867,0.0005000000237487257
10.65102767944336,1.2104026079177856,92.22113037109375,5.170718669891357,0.0005000000237487257
8.904071807861328,1.0953625440597534,88.57293701171875,5.047786235809326,0.0002500000118743628
7.338700294494629,0.9913061857223511,88.12571716308594,4.982226371765137,0.0002500000118743628
7.042090892791748,0.9631150960922241,94.66226196289062,5.212104797363281,0.0002500000118743628
6.946056842803955,0.9397618174552917,92.78681182861328,5.171951770782471,0.0002500000118743628
7.0961785316467285,0.9307161569595337,89.75816345214844,5.017961025238037,0.0002500000118743628
6.972179412841797,0.9095017910003662,87.6496353149414,5.009981632232666,0.0002500000118743628
6.167893409729004,0.8565354943275452,96.91120910644531,5.311143398284912,0.0002500000118743628
