loss,mae,val_loss,val_mae,learning_rate
91.86956787109375,4.683241367340088,81.53793334960938,4.780500888824463,0.0005000000237487257
34.5252571105957,2.652350664138794,104.39048767089844,5.7073845863342285,0.0005000000237487257
27.213598251342773,2.288931369781494,88.3565444946289,5.091606616973877,0.0005000000237487257
23.245967864990234,2.0683646202087402,102.49838256835938,5.4708476066589355,0.0005000000237487257
20.25098419189453,1.9019917249679565,94.46086883544922,5.106563091278076,0.0005000000237487257
18.213987350463867,1.776362419128418,112.46124267578125,5.681245803833008,0.0005000000237487257
16.74445343017578,1.6924464702606201,103.55098724365234,5.290085315704346,0.0005000000237487257
16.68262481689453,1.692712664604187,94.48174285888672,5.11781120300293,0.0005000000237487257
14.080035209655762,1.547302484512329,109.58003234863281,5.488300323486328,0.0005000000237487257
10.962778091430664,1.3452447652816772,106.14555358886719,5.395257949829102,0.0002500000118743628
10.342290878295898,1.3059515953063965,101.74333190917969,5.315038204193115,0.0002500000118743628
10.08040714263916,1.3011302947998047,100.51067352294922,5.263236045837402,0.0002500000118743628
9.833436965942383,1.2779629230499268,117.95246887207031,5.702697277069092,0.0002500000118743628
9.132074356079102,1.2374831438064575,121.49556732177734,5.779979705810547,0.0002500000118743628
8.596312522888184,1.2017143964767456,105.15432739257812,5.379446506500244,0.0002500000118743628
8.705192565917969,1.1846027374267578,100.58113098144531,5.278021812438965,0.0002500000118743628
